CreditScore,Gender,Age,Balance,NumOfProducts,IsActiveMember,CreditAgeRatio,BalanceSalaryRatio,Germany,Spain,Exited
657,0,37,163607.18,1,1,17.756756756756758,3.701222639358151,0,1,0
604,0,25,157780.84,2,1,24.16,2.7004869853411475,1,0,0
519,1,36,0.0,2,1,14.416666666666666,0.0,0,0,0
735,0,21,178718.19,2,0,35.0,7.982767107378953,0,0,0
664,1,55,0.0,2,1,12.072727272727272,0.0,0,0,0
678,0,32,0.0,1,1,21.1875,0.0,0,0,0
757,1,33,77253.22,1,1,22.939393939393938,0.39772120653236415,0,1,0
416,0,41,122189.66,2,0,10.146341463414634,1.2430077187952466,1,0,0
665,0,34,96645.54,2,0,19.558823529411764,0.5638146924813343,0,0,0
777,0,32,0.0,1,0,24.28125,0.0,0,0,1
543,0,36,0.0,2,0,15.083333333333334,0.0,0,0,0
506,0,34,90307.62,1,1,14.882352941176471,0.5671332026964625,0,0,0
493,0,46,0.0,2,0,10.717391304347826,0.0,0,0,0
652,0,75,0.0,2,1,8.693333333333333,0.0,0,1,0
750,1,22,121681.82,1,0,34.09090909090909,0.945885037975146,0,1,1
729,1,30,0.0,2,0,24.3,0.0,0,0,0
646,0,46,0.0,3,0,14.043478260869565,0.0,0,0,1
635,0,28,81623.67,2,1,22.678571428571427,0.520587805348458,1,0,0
647,0,44,0.0,3,1,14.704545454545455,0.0,0,1,1
808,1,45,118626.55,2,0,17.955555555555556,0.8062568246327154,0,0,0
524,0,36,0.0,2,0,14.555555555555555,0.0,0,0,0
769,1,29,0.0,2,1,26.517241379310345,0.0,0,0,0
730,1,42,0.0,2,1,17.38095238095238,0.0,0,1,0
515,1,35,176273.95,1,1,14.714285714285714,1.453472763106317,0,1,0
773,1,41,102827.44,1,1,18.853658536585368,1.5918730866433677,0,1,0
814,1,29,97086.4,2,1,28.06896551724138,0.4921345527205952,1,0,0
710,1,22,0.0,2,0,32.27272727272727,0.0,0,1,0
413,1,34,0.0,2,0,12.147058823529411,0.0,0,0,0
665,0,40,0.0,1,1,16.625,0.0,0,0,0
623,0,44,0.0,2,0,14.159090909090908,0.0,0,0,0
738,1,31,82674.15,1,0,23.806451612903224,1.9698053786068,0,0,0
528,1,36,0.0,2,0,14.666666666666666,0.0,0,1,0
670,0,65,0.0,1,1,10.307692307692308,0.0,0,1,1
622,0,46,107073.27,2,1,13.521739130434783,3.4556942660851733,0,1,1
582,1,32,88938.62,1,1,18.1875,8.845626797075546,1,0,0
785,0,36,99806.85,1,1,21.805555555555557,2.699195327196827,1,0,0
605,1,33,150092.8,1,0,18.333333333333332,2.0886024603275213,0,1,0
479,1,35,92833.89,1,0,13.685714285714285,0.933474315599841,1,0,1
685,1,30,90536.81,1,1,22.833333333333332,1.435204131453732,1,0,0
538,1,39,108055.1,2,0,13.794871794871796,3.968053626604131,1,0,0
562,1,42,100238.35,1,0,13.380952380952381,1.154854159818824,0,0,0
675,1,36,106190.55,1,1,18.75,4.618120909859479,0,1,0
721,1,28,154475.54,2,1,25.75,1.524917142920885,1,0,1
628,0,30,132351.29,2,1,20.933333333333334,1.7844525073976194,1,0,0
668,0,37,167864.4,1,0,18.054054054054053,1.4516333646926118,1,0,0
506,0,41,0.0,2,0,12.341463414634147,0.0,0,0,0
524,0,31,107818.63,1,0,16.903225806451612,0.5398343695811534,1,0,1
699,1,34,185173.81,2,0,20.558823529411764,1.5324583678433508,1,0,0
828,1,34,129433.34,2,0,24.352941176470587,3.394370101361673,0,0,0
674,1,39,120193.42,1,0,17.28205128205128,1.2003623255347122,0,1,0
656,0,39,0.0,2,0,16.82051282051282,0.0,0,0,0
684,0,48,126384.42,1,1,14.25,0.6378883977619471,1,0,0
625,0,28,0.0,1,0,22.321428571428573,0.0,0,0,0
432,1,42,152603.45,1,0,10.285714285714286,1.3839669691010512,0,0,1
549,0,52,0.0,1,1,10.557692307692308,0.0,0,0,1
625,1,56,148507.24,1,0,11.160714285714286,3.17159974098797,1,0,1
828,0,41,0.0,2,0,20.195121951219512,0.0,0,0,0
770,1,24,101827.07,1,0,32.083333333333336,0.6088083950175883,0,0,0
758,0,34,0.0,2,1,22.294117647058822,0.0,0,0,0
795,0,33,130862.43,1,1,24.09090909090909,1.138575637526568,1,0,0
687,1,38,122570.87,1,1,18.07894736842105,3.442143364239482,0,0,0
686,1,25,0.0,2,1,27.44,0.0,0,0,0
789,1,39,124828.46,2,1,20.23076923076923,1.003354845886717,1,0,0
589,0,50,144895.05,2,1,11.78,4.146821677428069,1,0,0
461,0,34,63663.93,1,1,13.558823529411764,0.3794391822642741,1,0,0
637,1,40,133463.1,1,1,15.925,1.4325402558505127,0,0,0
584,0,48,213146.2,1,0,12.166666666666666,2.835852250993697,0,1,1
579,0,35,129490.36,2,1,16.542857142857144,15.073090725808798,0,1,1
756,1,44,137452.09,1,0,17.181818181818183,0.7251728491394341,1,0,0
663,1,34,0.0,2,1,19.5,0.0,0,0,0
682,0,43,125851.93,1,1,15.86046511627907,0.6510087791468093,0,0,0
793,1,52,0.0,1,0,15.25,0.0,0,1,1
691,0,31,40915.55,1,0,22.29032258064516,0.32417641361676347,0,0,1
485,0,21,113157.22,1,1,23.095238095238095,2.090027428128146,0,1,0
635,0,29,138296.94,2,0,21.896551724137932,0.9803043774217084,0,1,0
650,1,37,106967.18,1,0,17.56756756756757,4.36689320241698,0,0,0
735,1,44,120681.63,1,0,16.704545454545453,1.612607324195705,0,0,0
416,1,32,0.0,2,1,13.0,0.0,0,0,0
754,0,32,0.0,2,0,23.5625,0.0,0,1,0
535,0,48,0.0,1,0,11.145833333333334,0.0,0,0,1
716,1,42,0.0,2,0,17.047619047619047,0.0,0,1,0
539,1,37,127609.59,1,0,14.567567567567568,1.293608513331783,0,0,0
614,0,43,0.0,2,1,14.279069767441861,0.0,0,0,0
706,1,57,0.0,1,0,12.385964912280702,0.0,0,1,1
758,0,33,0.0,2,0,22.96969696969697,0.0,0,0,0
586,0,28,0.0,2,1,20.928571428571427,0.0,0,1,0
646,0,73,97259.25,1,1,8.849315068493151,0.9287582675497609,0,0,0
631,0,33,123246.7,1,0,19.12121212121212,1.0937027038563347,1,0,0
717,0,22,101060.25,1,1,32.59090909090909,1.1931614520783815,0,1,0
684,1,30,0.0,2,0,22.8,0.0,0,0,0
800,0,49,108007.36,1,0,16.3265306122449,2.2919280188417597,0,0,0
721,0,36,0.0,2,1,20.02777777777778,0.0,0,1,0
683,1,29,133702.89,1,0,23.551724137931036,2.405483628491969,0,1,1
660,1,31,125189.75,2,1,21.29032258064516,0.8950152647628306,1,0,0
704,0,24,113034.22,1,0,29.333333333333332,0.6955803038802615,1,0,1
615,0,41,109013.23,1,0,15.0,0.554774820310396,0,1,0
667,0,39,0.0,2,0,17.102564102564102,0.0,0,1,1
682,1,24,57929.81,2,0,28.416666666666668,1.0902526240112318,1,0,0
484,0,29,130114.39,1,0,16.689655172413794,0.7932938900750399,0,0,0
628,1,27,95826.49,2,0,23.25925925925926,0.6142843424641096,1,0,0
480,1,44,129608.57,1,0,10.909090909090908,23.68274709010178,1,0,1
578,1,30,169462.09,1,0,19.266666666666666,1.5105308444080607,0,0,0
512,1,40,0.0,2,1,12.8,0.0,0,0,0
484,0,35,133868.21,1,1,13.82857142857143,4.9060954112167,0,1,0
510,0,30,0.0,2,1,17.0,0.0,0,0,0
606,1,36,190479.48,2,0,16.833333333333332,1.0620433383779786,1,0,0
597,0,40,101993.12,1,1,14.925,1.0761705832773758,0,1,0
754,0,55,161608.81,1,0,13.709090909090909,19.998986492757567,1,0,1
850,0,45,122311.21,1,1,18.88888888888889,6.2780038496086235,0,1,0
510,1,65,0.0,2,1,7.846153846153846,0.0,0,0,0
778,0,45,162150.42,2,0,17.288888888888888,0.929062282077017,1,0,0
636,1,42,0.0,2,1,15.142857142857142,0.0,0,0,0
804,0,50,0.0,1,1,16.08,0.0,0,0,1
514,1,32,0.0,2,0,16.0625,0.0,0,0,0
730,0,39,99010.67,1,0,18.71794871794872,0.507888192512996,0,0,0
525,0,37,0.0,1,1,14.18918918918919,0.0,0,1,0
616,1,30,0.0,2,1,20.533333333333335,0.0,0,1,0
687,0,34,111388.18,2,0,20.205882352941178,0.7497617873848413,1,0,0
715,0,41,56214.85,2,0,17.4390243902439,0.6045738014882568,0,0,1
512,0,36,84327.77,2,0,14.222222222222221,4.77092234613609,0,0,0
479,1,40,0.0,2,0,11.975,0.0,0,0,0
601,1,32,93012.89,1,0,18.78125,1.0696371856478724,0,0,0
580,1,29,61710.44,2,0,20.0,0.48181995630780666,0,1,0
807,1,35,174790.15,1,1,23.057142857142857,291.1422313278699,0,0,0
616,0,32,0.0,2,1,19.25,0.0,0,1,0
721,1,37,107720.64,1,1,19.486486486486488,0.6792350038261915,1,0,0
501,1,57,0.0,2,1,8.789473684210526,0.0,0,0,0
521,1,35,96423.84,1,0,14.885714285714286,9.19334429142942,0,0,0
850,1,30,141040.01,1,1,28.333333333333332,23.592387340671106,0,1,0
759,1,42,105420.18,1,1,18.071428571428573,0.8683057096397913,0,0,0
516,1,50,0.0,1,1,10.32,0.0,0,1,1
711,0,38,129022.06,2,1,18.710526315789473,8.975535066080644,0,0,1
512,1,33,176666.62,1,0,15.515151515151516,1.8661158032199379,0,1,0
550,1,37,0.0,1,1,14.864864864864865,0.0,0,0,0
608,0,41,89763.84,1,0,14.829268292682928,0.4503848729337797,0,1,1
618,1,34,134954.53,1,1,18.176470588235293,0.8881252460030934,0,0,0
643,1,45,0.0,1,0,14.28888888888889,0.0,0,0,1
671,1,45,106376.85,1,1,14.911111111111111,0.6721454864643785,0,0,0
689,1,33,161814.64,2,0,20.87878787878788,0.9553242701847129,1,0,0
603,1,31,0.0,2,1,19.451612903225808,0.0,0,0,0
620,0,41,0.0,2,0,15.121951219512194,0.0,0,0,0
676,0,34,63095.01,1,1,19.88235294117647,1.5523127722144054,0,0,0
572,1,26,118287.01,2,0,22.0,1.9575094369597845,1,0,0
668,1,47,106854.21,1,1,14.212765957446809,0.6764679218698623,1,0,1
695,1,46,49512.55,1,0,15.108695652173912,0.37225426807272444,0,0,0
730,0,33,0.0,2,0,22.12121212121212,0.0,0,1,0
807,1,43,105799.32,2,0,18.767441860465116,3.0325383713157863,0,0,1
592,1,54,0.0,1,1,10.962962962962964,0.0,0,0,1
726,0,31,114722.05,2,1,23.419354838709676,1.1685039820808145,0,0,0
514,1,30,0.0,1,1,17.133333333333333,0.0,0,1,0
567,1,42,0.0,2,1,13.5,0.0,0,0,0
850,1,33,0.0,1,0,25.757575757575758,0.0,0,0,1
671,1,45,99564.22,1,1,14.911111111111111,0.9145033477247918,1,0,1
670,1,37,170557.91,2,0,18.10810810810811,0.8603048288630157,0,0,0
694,0,30,0.0,2,1,23.133333333333333,0.0,0,0,0
547,0,39,74596.15,3,1,14.025641025641026,0.8699612532380322,1,0,1
751,1,50,96888.39,1,0,15.02,1.2549293612887558,1,0,1
594,0,29,130830.22,1,0,20.482758620689655,2.1430527483626554,1,0,0
673,1,72,0.0,2,1,9.347222222222221,0.0,0,0,0
610,1,40,0.0,2,0,15.25,0.0,0,0,0
512,0,37,0.0,2,1,13.837837837837839,0.0,0,0,0
767,1,20,119714.25,2,1,38.35,0.7973753421745094,1,0,0
585,0,67,113978.97,2,1,8.73134328358209,1.2236578639730633,0,0,0
763,1,42,100160.75,1,0,18.166666666666668,2.9931844004143087,1,0,1
712,0,29,0.0,1,1,24.551724137931036,0.0,0,0,0
539,0,43,116220.5,3,0,12.534883720930232,2.0826568580437663,1,0,1
668,0,46,0.0,3,0,14.521739130434783,0.0,0,0,1
703,1,28,81173.83,2,1,25.107142857142858,0.49857350949707935,0,0,0
662,1,38,0.0,2,0,17.42105263157895,0.0,0,1,0
725,0,39,116803.8,1,0,18.58974358974359,0.9415639141892371,1,0,0
703,1,37,105961.68,2,1,19.0,1.4288483632421236,0,0,0
659,1,67,117411.6,1,1,9.835820895522389,2.6050312961146496,1,0,1
523,1,34,0.0,2,0,15.382352941176471,0.0,0,1,0
635,0,40,123497.58,1,0,15.875,0.9359193405117858,0,0,1
772,1,26,152400.51,2,0,29.692307692307693,1.9190635152492006,1,0,0
545,0,26,0.0,2,1,20.96153846153846,0.0,0,0,0
634,1,24,103097.85,1,1,26.416666666666668,0.6542684545469718,1,0,0
739,1,54,126418.14,1,0,13.685185185185185,0.9404659622863285,1,0,1
771,0,36,77846.9,1,0,21.416666666666668,0.7799822435507127,1,0,0
587,0,34,0.0,2,1,17.264705882352942,0.0,0,1,0
681,0,79,0.0,2,1,8.620253164556962,0.0,0,0,0
544,1,37,79731.91,1,1,14.702702702702704,1.3852217596047185,1,0,0
696,1,28,0.0,1,0,24.857142857142858,0.0,0,1,0
766,1,41,0.0,2,1,18.682926829268293,0.0,0,1,0
727,1,34,0.0,2,1,21.38235294117647,0.0,0,0,0
671,0,34,37266.67,2,0,19.735294117647058,0.23749269678158763,1,0,0
693,0,30,127992.25,1,1,23.1,2.536649873556202,0,0,0
850,1,38,54901.01,1,1,22.36842105263158,0.39193856458175613,1,0,0
732,1,42,108748.08,2,1,17.428571428571427,1.664771931403756,1,0,0
726,0,48,99906.19,1,0,15.125,1.5531896403228445,0,1,0
557,0,32,184686.41,2,0,17.40625,12.348286758078794,0,0,0
682,0,26,110654.02,1,1,26.23076923076923,0.9890489931060471,0,0,0
738,1,31,79019.8,1,1,23.806451612903224,4.246953842879509,0,1,0
531,0,36,99240.51,1,0,14.75,0.80593568091348,0,1,0
498,1,34,0.0,2,1,14.647058823529411,0.0,0,0,0
651,1,36,0.0,2,0,18.083333333333332,0.0,0,0,0
549,0,39,0.0,1,0,14.076923076923077,0.0,0,1,1
791,0,35,52436.2,1,0,22.6,0.32558603057712815,1,0,0
650,1,41,0.0,2,1,15.853658536585366,0.0,0,1,0
733,1,34,100337.96,3,0,21.558823529411764,2.0663021767867216,1,0,1
811,0,34,149297.19,2,1,23.852941176470587,0.8012096077841474,1,0,0
707,1,30,0.0,2,0,23.566666666666666,0.0,0,0,0
712,1,28,145605.44,1,1,25.428571428571427,1.5509156930933468,1,0,0
706,0,37,0.0,2,1,19.08108108108108,0.0,0,1,0
756,1,62,0.0,1,1,12.193548387096774,0.0,0,0,1
777,0,53,0.0,2,0,14.660377358490566,0.0,0,0,0
646,1,35,84026.86,1,1,18.457142857142856,0.5115613346484374,0,0,0
714,1,46,0.0,1,0,15.521739130434783,0.0,0,0,1
782,1,39,0.0,2,1,20.05128205128205,0.0,0,0,0
775,1,29,0.0,2,1,26.724137931034484,0.0,0,1,0
479,1,35,138718.92,1,1,13.685714285714285,2.9357389423765747,1,0,1
807,1,42,118274.71,1,1,19.214285714285715,4.569110304832162,0,0,0
799,0,22,174185.98,2,1,36.31818181818182,0.9042334979028868,0,0,0
675,1,40,113208.86,2,0,16.875,3.274074712470819,0,0,0
602,1,29,103907.28,1,0,20.75862068965517,0.6444668058964768,0,1,0
475,0,32,119023.28,1,0,14.84375,1.1805957152360993,0,0,0
744,0,26,166297.89,1,1,28.615384615384617,0.915261303537962,0,1,0
588,1,34,0.0,2,0,17.294117647058822,0.0,0,1,0
703,1,42,63227.0,1,1,16.738095238095237,0.4604478185841275,1,0,0
747,0,41,94521.17,2,0,18.21951219512195,0.48490582570303553,0,1,0
583,1,27,0.0,2,0,21.59259259259259,0.0,0,0,0
750,0,34,112822.26,1,0,22.058823529411764,0.7501403742368844,0,1,1
681,1,38,0.0,2,1,17.92105263157895,0.0,0,0,0
773,1,25,135903.33,1,0,30.92,1.8450992296933406,0,0,0
714,0,31,125169.26,1,1,23.032258064516128,1.1737894831704112,0,0,0
687,0,44,0.0,3,0,15.613636363636363,0.0,0,1,1
511,1,58,149117.31,1,1,8.810344827586206,0.9170833909647083,0,0,0
627,1,33,0.0,2,1,19.0,0.0,0,0,0
694,0,31,0.0,2,0,22.387096774193548,0.0,0,0,0
616,0,36,132311.71,1,0,17.11111111111111,8.55675348124924,0,1,0
687,1,35,0.0,2,0,19.62857142857143,0.0,0,0,0
712,0,33,0.0,2,1,21.575757575757574,0.0,0,0,0
553,1,33,118082.89,1,0,16.757575757575758,1.2503423056539862,0,0,0
667,1,31,119266.69,1,1,21.516129032258064,4.220689774761719,0,0,0
731,1,43,0.0,1,1,17.0,0.0,0,0,1
629,1,35,156847.29,2,0,17.97142857142857,4.928540118255584,1,0,0
614,1,50,137104.47,1,0,12.28,1.0781493615181168,0,0,1
438,1,31,78398.69,1,0,14.129032258064516,1.7446352127121942,1,0,0
652,0,80,0.0,2,1,8.15,0.0,0,0,0
729,1,30,63669.42,1,0,24.3,0.4387624484559687,1,0,0
642,1,38,0.0,2,0,16.894736842105264,0.0,0,0,0
806,0,59,135296.33,1,0,13.661016949152541,0.7400420079585389,1,0,0
744,1,36,153804.44,1,1,20.666666666666668,1.7635427978727565,0,1,0
474,1,37,0.0,2,0,12.81081081081081,0.0,0,1,0
559,1,49,147069.78,1,0,11.408163265306122,1.2200826889942602,0,0,1
706,1,42,0.0,2,1,16.80952380952381,0.0,0,1,0
628,0,22,0.0,1,0,28.545454545454547,0.0,0,1,0
429,1,24,95741.75,1,0,17.875,2.0736451108114986,0,0,0
525,0,57,145965.33,1,1,9.210526315789474,2.264841649965957,0,1,0
680,0,30,141441.75,1,1,22.666666666666668,8.688617891672507,0,0,0
749,1,40,139290.41,1,0,18.725,0.7617516068159205,0,0,1
763,0,31,0.0,2,0,24.612903225806452,0.0,0,0,0
734,1,30,0.0,2,0,24.466666666666665,0.0,0,0,0
716,1,35,144428.87,1,0,20.457142857142856,1.0767614745552259,0,0,0
594,1,35,0.0,2,0,16.97142857142857,0.0,0,0,0
644,0,46,95441.27,1,0,14.0,0.8775317082724008,0,0,1
671,1,35,144848.74,1,1,19.17142857142857,0.8091552368189225,1,0,0
664,1,26,116244.14,2,1,25.53846153846154,1.221755940450558,1,0,0
656,1,50,0.0,2,1,13.12,0.0,0,0,0
667,0,40,146502.07,1,0,16.675,7.645092676522174,0,1,0
663,1,44,117028.6,2,1,15.068181818181818,0.8088778988248426,1,0,0
584,0,30,112013.81,1,0,19.466666666666665,0.6300980531076795,1,0,1
626,0,37,108269.37,1,0,16.91891891891892,19.340930770962174,0,1,0
485,1,29,182123.79,1,0,16.724137931034484,1.5588985085917815,0,0,1
659,0,32,150923.74,2,1,20.59375,0.8641372517348876,1,0,0
649,1,33,0.0,2,0,19.666666666666668,0.0,0,0,0
805,0,39,165272.13,1,0,20.641025641025642,11.713245002604564,0,1,1
716,0,39,115301.31,1,0,18.358974358974358,2.648936302191263,1,0,1
642,0,40,129502.49,2,1,16.05,1.504107411878132,1,0,1
659,1,31,118342.26,1,0,21.258064516129032,0.7324329461283389,0,0,0
545,0,47,0.0,2,1,11.595744680851064,0.0,0,1,0
543,1,22,0.0,2,0,24.681818181818183,0.0,0,0,0
718,0,25,0.0,2,0,28.72,0.0,0,0,0
840,0,43,0.0,2,0,19.53488372093023,0.0,0,0,0
630,0,34,106937.05,2,0,18.529411764705884,0.7733649775183528,1,0,0
643,1,59,170331.37,1,1,10.898305084745763,5.294432482619089,1,0,0
654,0,32,114510.85,1,1,20.4375,0.907784349584199,1,0,0
582,1,39,0.0,2,1,14.923076923076923,0.0,0,0,0
659,1,32,107594.11,2,1,20.59375,1.0505509640797355,0,1,0
762,1,39,81273.13,1,1,19.53846153846154,4.341589889138004,0,1,0
568,0,32,169399.6,1,0,17.75,2.7350652009438097,0,1,0
670,1,25,0.0,2,1,26.8,0.0,0,1,0
613,0,45,187841.99,2,1,13.622222222222222,1.2758901096945496,0,0,0
539,1,30,0.0,2,0,17.966666666666665,0.0,0,0,0
850,0,57,126776.3,2,1,14.912280701754385,0.9582596143009645,0,1,0
522,1,34,126436.29,1,0,15.352941176470589,0.7256089750432314,0,1,1
737,1,41,101960.74,1,1,17.975609756097562,0.825277092300211,0,0,0
520,1,58,0.0,2,1,8.96551724137931,0.0,0,0,0
706,1,28,0.0,2,1,25.214285714285715,0.0,0,1,0
643,0,45,150842.93,1,1,14.28888888888889,65.0196253383679,1,0,1
648,0,50,102535.57,1,1,12.96,0.5409615085617162,0,0,0
443,0,29,99027.61,2,0,15.275862068965518,9.051552959672406,1,0,0
640,1,68,0.0,2,1,9.411764705882353,0.0,0,0,0
628,0,33,0.0,1,1,19.03030303030303,0.0,0,1,0
540,0,42,87271.41,2,0,12.857142857142858,0.5057082629088828,1,0,0
460,0,35,102742.91,2,1,13.142857142857142,0.5426382542267967,1,0,0
636,1,34,40105.51,2,1,18.705882352941178,0.7494653551641346,1,0,0
593,0,29,152265.43,1,0,20.448275862068964,4.477810250661384,0,0,0
801,1,42,141947.67,1,1,19.071428571428573,13.393450264146386,0,1,0
640,0,75,106307.91,2,1,8.533333333333333,0.9372217471810723,1,0,0
611,1,31,107884.81,2,1,19.70967741935484,0.5879666341086757,1,0,0
802,1,31,125013.72,1,1,25.870967741935484,0.6661781541099561,1,0,0
717,1,35,58469.37,2,1,20.485714285714284,0.33903268473812875,1,0,0
769,0,39,0.0,1,1,19.71794871794872,0.0,0,0,0
745,1,45,117231.63,3,1,16.555555555555557,0.957923295622148,1,0,1
572,1,35,152390.26,1,0,16.34285714285714,1.189399834503635,0,1,0
629,0,30,34013.63,1,0,20.966666666666665,1.7379936159438911,0,1,0
687,0,39,0.0,3,0,17.615384615384617,0.0,0,1,1
483,0,50,0.0,2,1,9.66,0.0,0,0,0
690,1,36,101583.11,2,0,19.166666666666668,0.820706822007487,0,0,0
492,0,30,77168.87,2,1,16.4,0.5260310448068858,1,0,0
709,1,28,124695.72,2,0,25.321428571428573,0.8584823480126001,1,0,0
705,1,44,105934.96,1,0,16.022727272727273,1.2846255121496504,1,0,0
560,0,66,0.0,1,1,8.484848484848484,0.0,0,0,0
611,1,46,0.0,2,0,13.282608695652174,0.0,0,1,0
730,1,62,0.0,2,1,11.774193548387096,0.0,0,1,0
709,0,45,0.0,2,1,15.755555555555556,0.0,0,1,0
544,0,21,161525.96,2,0,25.904761904761905,17.43819181519135,0,0,0
712,0,29,147199.07,1,1,24.551724137931036,1.733132114481635,1,0,0
752,1,38,183102.29,1,1,19.789473684210527,2.5588269902422014,1,0,0
648,1,46,127209.0,2,0,14.08695652173913,1.6434007980006706,0,1,1
556,1,38,0.0,2,0,14.631578947368421,0.0,0,1,1
594,0,24,97378.54,1,1,24.75,1.3637463505793768,0,1,0
645,0,37,136925.09,2,1,17.43243243243243,0.8926002332199742,1,0,0
557,1,33,54503.55,1,1,16.87878787878788,146.8900417733459,0,0,0
547,1,32,155726.85,1,0,17.09375,2.2971953528832207,1,0,0
